min_resting_heartrate,avg_resting_heartrate,max_resting_heartrate,min_active_heartrate,avg_active_heartrate,max_active_heartrate,min_bmi,avg_bmi,max_bmi,min_vo2,avg_vo2,max_vo2,min_workout_minutes,avg_workout_minutes,max_workout_minutes,min_steps,avg_steps,max_steps,as_x_aah,bmi_change,steps_change,workout_minutes_change,var_workout_minutes,var_steps,lifestyle
100.0997722,86.21818959,98.98948932,124.6863541,144.2108786,166.1429729,19.56784399,22.52778324,25.29714015,21.23233848,21.78708318,22.35091848,15.19372334,39.78547105,9.846767331,10011,7112.378082,9961,1025682.292,5.729296164,-50,-5.346956008,100.2348992,1258024.624,Weight Trainer
100.3702342,87.30070759,99.84497517,121.1082103,139.9712258,157.7295064,18.07660443,20.11925649,22.5590058,18.82434007,19.48943374,20.00093014,2.629507954,6.021529755,9.91553046,2348,5177.780822,8030,724740.3287,4.482401373,5682,7.286022507,2.283784016,663846.6479,Sedentary
100.1768285,89.79743806,99.76985891,132.4810455,152.6316371,178.3006449,14.39382431,17.76383667,19.77680889,18.41050003,19.07515066,19.58512371,0.911368629,6.746997304,9.907720946,3222,5188.791781,7393,791973.7841,5.382984587,4171,8.996352317,3.191573884,519610.9813,Sedentary
100.1240952,84.0313747,99.71350687,133.0269344,150.5670373,168.9325991,19.11105644,21.54096294,24.26600907,21.56983089,22.15966552,22.91166037,1.208860716,5.816435881,9.830732085,3176,5166.986301,7072,777977.8193,5.154952627,3896,8.62187137,2.197739238,539103.0656,Sedentary
102.2391579,80.13384431,97.85976073,120.5480197,139.1112119,160.685846,18.28429031,21.16022179,23.32611671,20.4503778,21.02444986,21.72141223,11.19751655,40.90915906,72.04172975,10464,7123.10137,9754,990903.264,5.041826402,-710,60.8442132,118.6564112,1202186.76,Weight Trainer
45.07387061,63.81019198,85.58895986,108.8490679,127.9894589,149.1653291,25.58176725,29.76876774,33.03070882,31.04963344,31.84391549,32.89496729,10.97831584,34.58598633,7.852209257,3988,7030.761644,9907,899863.3788,7.448941569,5919,-3.126106583,75.69208945,1158474.823,Weight Trainer
100.7273967,80.89854772,98.23251675,114.7443974,133.8761832,155.9711264,20.26778273,23.43974371,26.43272512,21.63555499,22.21522071,22.79077175,11.30397714,37.98228033,69.55400862,10179,7139.391781,9910,955794.5221,6.164942394,-269,58.25003149,96.08171527,1146739.208,Weight Trainer
101.5379678,75.749814,99.06004607,106.0413056,130.932704,150.6441885,19.49244267,22.03560585,24.58172375,24.37178851,25.10970187,25.98174397,0,43.60951869,98.44895523,10066,10870.60548,9994,1423317.769,5.089281084,-72,98.44895523,661.5804793,7780611.203,Athlete
57.26588091,74.80771258,92.80076116,127.5206234,147.7350448,165.5421755,24.29868536,27.44750971,30.28732528,26.54434915,27.40965366,28.34220905,11.22084771,35.34943782,60.56027728,3978,6988.136986,9759,1032392.731,5.988639926,5781,49.33942957,76.60588539,1180226.343,Weight Trainer
41.13238345,60.12813834,85.46479021,101.0380463,119.2243293,97.53020602,26.84969931,30.78767434,34.49085585,31.32198895,32.12788121,33.1274381,0,34.1549996,94.90665194,10010,9960.89863,9999,1187581.458,7.641156534,-11,94.90665194,457.5460085,5774614.792,Athlete
51.35915229,70.01127511,91.17777794,118.1972797,139.1288157,159.1201225,25.0016928,28.12692837,31.58195634,28.48450269,29.21413586,30.01327501,15.77626729,34.41171449,8.528604268,10782,7018.693151,9653,976502.4659,6.580263541,-1129,-7.247663021,83.73916932,1312191.128,Weight Trainer
100.0343518,88.23880458,99.63884228,126.174184,150.0158403,169.3115211,18.20448146,20.46537774,22.91079879,22.63872455,23.39682479,24.16308172,11.65259949,42.49896987,67.77898235,10100,7257.087671,9981,1088678.105,4.70631733,-119,56.12638286,99.11549409,1381926.77,Weight Trainer
100.7747738,82.02245243,99.85102044,125.7887793,143.7259257,164.8042105,20.57276613,23.18914466,25.50901563,22.23928077,22.85870309,23.56134009,0.356320289,5.589986124,9.747520124,2817,5131.917808,7673,737589.6374,4.9362495,4856,9.391199835,2.121291046,630138.0152,Sedentary
52.17211019,75.32980422,94.76160712,107.9961753,131.2778121,155.9716822,23.2312672,25.5706102,28.39972562,23.57841055,24.21060633,24.87798989,11.28016968,36.35976457,59.17131624,10144,6974.926027,9852,915653.0287,5.168458415,-292,47.89114656,90.82551904,1200737.532,Weight Trainer
55.17296823,79.07966467,96.5846431,125.2930972,146.3111452,166.5787448,22.46098211,24.89329071,27.69942229,21.78914938,22.52742031,23.33900468,2.34411585,5.291722612,8.963879591,3065,5153.09589,7213,753955.3609,5.238440182,4148,6.619763741,1.765067745,593158.273,Sedentary
100.5156225,85.39254589,99.69793222,118.0723647,137.2666022,158.0222769,19.6265354,22.36773468,24.49010484,20.22931612,20.79902833,21.31257052,10.2115013,40.20057294,9.131270991,10047,7209.816438,9533,989667.0046,4.863569442,-514,-1.080230308,96.28942592,1282243.273,Weight Trainer
100.0536982,91.75935862,99.90326896,117.1519409,137.6018956,157.1198208,15.70898765,17.46767496,19.33321888,16.57501638,17.05215098,17.43457326,13.45516921,47.13984439,85.84503687,10070,7444.780822,9944,1024415.953,3.624231231,-126,72.38986766,137.4007407,1434210.073,Weight Trainer
101.7661177,82.47189663,97.41687876,100.0213487,105.8129698,99.87166463,20.79084012,23.63663094,26.55081434,22.82096588,23.46127059,24.17878863,15.6517708,38.11815066,66.60150401,4050,7031.369863,9796,744010.127,5.759974226,5746,50.94973321,93.80833365,1091141.28,Weight Trainer
51.903285,73.03301519,90.41588701,100.2981097,118.5046487,99.98339487,24.2768145,27.27756646,30.89309075,27.80685979,28.65957967,29.52620517,0,36.78524842,95.31060448,10000,10305.50685,9991,1221250.468,6.616276249,-9,95.31060448,568.9958435,7172303.773,Athlete
62.85927799,80.84581583,99.49974811,138.1237853,158.3101052,182.825904,19.94705619,22.62550324,25.08581409,21.8026082,22.40537078,23.23368608,0.940005716,5.663216649,9.91578598,3225,5127.063014,6917,811665.885,5.1387579,3692,8.975780265,2.113819416,515716.1686,Sedentary
59.10086478,79.53887595,97.77284595,129.8275071,149.378672,169.0771824,20.08284426,22.79931909,25.43355891,23.35737591,24.06304348,24.8894983,13.3764471,40.27476377,9.693695009,10093,7256.150685,9804,1083914.153,5.350714655,-289,-3.682752095,86.56280935,1394786.906,Weight Trainer
100.151927,96.59424539,99.99750736,106.5911718,127.2241694,146.159791,15.08008502,16.80809973,18.41731344,13.97077938,14.42021325,14.8308233,15.56251859,49.37123317,93.55579206,10014,7550.789041,9990,960642.8639,3.337228419,-24,77.99327347,172.7028562,1395628.062,Weight Trainer
100.6114286,81.7611365,99.02650608,133.5683151,156.23503,176.2839324,18.78648039,21.04014446,24.07197682,20.95885254,21.64292929,22.20789075,14.79117512,41.98243704,85.72541612,10145,7228.608219,9937,1129361.822,5.285496426,-208,70.934241,118.0922475,1272559.91,Weight Trainer
60.67751853,79.70953288,98.68055072,118.7235475,136.3160602,160.0281727,20.91408196,23.87899433,26.72320086,21.59424587,22.19970161,22.83887699,10.41897785,37.72898732,65.14020484,10226,7206,9948,982293.5298,5.809118892,-278,54.72122699,96.51503334,1163798.252,Weight Trainer
56.64499758,76.1759103,99.06807918,125.0505388,142.8323867,162.0348373,23.27114212,26.64966793,29.8904648,29.20155072,29.99672455,30.88803996,12.18489939,35.4066197,57.50730327,10332,7080.378082,9987,1011307.301,6.619322677,-345,45.32240387,81.14589669,1218750.317,Weight Trainer
100.000392,86.29797312,99.96302646,106.6586969,128.1044705,147.2900421,17.57256827,20.62903957,23.11554398,18.78925713,19.40330413,19.96204673,13.13779832,42.77882388,73.69675047,10016,7302.553425,9924,935489.7399,5.542975703,-92,60.55895215,104.8623693,1201774.351,Weight Trainer
100.0092553,85.5587485,99.97097988,138.1381287,154.7150824,176.7826354,20.65010445,22.9269368,25.31895705,20.91432462,21.6402638,22.24114395,12.10891318,38.62815912,9.575458736,10217,7041.164384,9859,1089374.328,4.668852593,-358,-2.533454448,106.0131486,1194442.581,Weight Trainer
100.0818774,90.86679398,99.88906859,111.3156758,127.6482052,144.6594814,18.03708994,20.23437677,22.30948095,18.23943791,18.81064218,19.32692953,16.8824589,42.63309356,71.83537459,10071,7353.764384,9969,938694.8252,4.272391002,-102,54.95291569,118.3065945,1440086.975,Weight Trainer
41.4750902,58.2834502,78.62167061,102.1551171,120.0777919,140.8160991,31.30495607,34.4514224,38.47803734,31.26906124,32.1270502,33.05959664,12.46625502,32.99624867,8.749709958,10619,6919.60274,9973,830890.6176,7.173081266,-646,-3.716545064,70.78146757,1375702.059,Weight Trainer
100.1340558,76.33341892,94.32373807,120.2577506,138.7795477,159.1905079,22.16975493,26.27111407,29.40691767,25.61133646,26.52132891,27.31224002,12.41224731,36.19824451,8.311144117,3942,7088.246575,9801,983703.6534,7.237162737,5859,-4.10110319,82.96252245,1237806.635,Weight Trainer
100.3969733,84.97913919,99.81098853,125.3836004,144.7021608,162.3380001,18.25075263,20.72095361,22.90729639,22.70727413,23.35193615,24.08394917,11.66698817,41.5018288,74.16935045,10116,7280.854795,9946,1053555.421,4.656543755,-170,62.50236228,117.1713694,1301067.264,Weight Trainer
56.73060286,77.8087191,95.22712192,109.9151626,129.1076209,149.4814743,20.80019368,23.61704078,26.57770498,21.84165741,22.6903322,23.51934134,12.29195253,38.02291463,7.894098039,10040,7198.463014,9884,929376.4336,5.777511299,-156,-4.39785449,85.24297461,1130672.353,Weight Trainer
58.87614898,78.31990186,98.6080446,121.2000484,142.2464663,164.2762111,21.89059294,24.2721804,27.72786089,20.28937792,20.80169269,21.44048434,1.25114325,5.48153053,8.748143965,2926,5136.438356,7337,730640.2057,5.837267949,4411,7.497000715,1.715012983,639181.7421,Sedentary
59.8648591,79.36298552,97.75947128,130.2219821,148.2302688,169.277893,22.58688659,25.34379211,28.25427923,21.54687395,22.36873701,23.32561801,11.83022535,36.11689175,64.76891776,10180,7100.476712,9592,1052505.572,5.667392636,-588,52.93869241,87.83000294,1162159.263,Weight Trainer
100.0444245,91.78362305,99.57915429,110.7126516,129.7848972,149.1185788,14.97564587,17.1900826,19.3420797,15.62470855,15.95862801,16.50298449,14.47179519,48.85642854,90.04804244,10148,7471.553425,9925,969694.7928,4.366433823,-223,75.57624725,149.2567888,1255220.149,Weight Trainer
51.85744951,75.26259145,96.12151056,140.8241848,158.5239644,178.4737509,22.12891443,24.33496298,27.00132001,24.43953796,25.16048249,25.88236885,1.305229531,5.542056015,9.622411075,3179,5186.572603,7188,822196.0508,4.872405584,4009,8.317181544,1.856789353,599665.0447,Sedentary
48.86264514,66.55094487,84.28986661,128.5743767,148.5622629,167.5664192,27.06662407,30.77287267,34.40588082,26.27798203,27.13927115,28.09332123,10.91061344,33.21722753,9.375380062,10230,6946.50137,9594,1031987.963,7.339256751,-636,-1.535233382,71.55597154,1190636.683,Weight Trainer
42.32127159,63.02470274,88.85545189,122.1902192,144.5213043,163.6539756,26.85636713,30.25406338,33.40989699,30.69336557,31.71151167,32.7070894,10.76479146,33.86628986,56.30350135,10116,6977.567123,9792,1008407.101,6.553529868,-324,45.53870989,71.56822664,1068285.336,Weight Trainer
60.51976559,80.73781203,99.92486033,101.1791839,124.8410251,143.368806,20.64796681,23.55310006,25.9488716,21.91397092,22.49810203,23.29988577,1.419228011,5.449938581,9.356856467,2675,5105.156164,7247,637332.929,5.300904787,4572,7.937628455,1.782546401,531441.3153,Sedentary
47.43617475,74.68715833,93.38920437,124.7043529,143.0190159,160.2241458,24.07688131,27.46023382,30.43845968,25.62461358,26.44036084,27.46721659,11.24772034,34.83944323,8.939867157,2986,7125.534247,9932,1019086.895,6.361578367,6946,-2.307853185,82.9286615,1132241.526,Weight Trainer
55.61415566,71.87877201,90.95295103,119.1551662,141.2583027,160.6087832,23.44014608,26.64838215,29.86505722,27.00616851,27.95466696,28.99939512,0.518891154,5.220250371,8.644918416,3255,5140.871233,7964,726190.7445,6.424911136,4709,8.126027262,1.875548291,651657.7834,Sedentary
44.75494284,66.90186916,88.57940831,108.1161021,130.8018283,155.4693894,22.71118547,26.2944714,28.93195672,29.86175519,30.62725983,31.34926906,0,35.37358159,99.09744527,10012,10090.6,9970,1319868.929,6.220771241,-42,99.09744527,483.8644751,6370671.232,Athlete
101.0159143,82.26251589,99.51152656,130.9376489,150.9305749,168.0950038,20.22297361,22.3339138,24.53013527,21.4095841,22.06216788,22.70806029,15.82822613,39.9307905,71.96672298,10016,7190.334247,9980,1085241.282,4.307161662,-36,56.13849685,99.972185,1301509.094,Weight Trainer
55.37858569,78.38571152,95.42464425,118.6026538,135.0088707,156.1081407,18.94241755,22.19478421,24.3415449,22.56277517,23.28096694,23.91245081,10.19395549,40.93980571,70.94296257,10421,7145.926027,9973,964763.4033,5.399127349,-448,60.74900708,97.42794727,1309198.885,Weight Trainer
37.630833,57.94548197,80.72480754,117.5574355,136.1913388,155.1468794,28.13160704,32.83360988,37.25424967,30.17622801,31.04002304,31.93828845,11.40992509,33.57513692,9.48202003,10182,6968.054795,9668,948988.7115,9.122642635,-514,-1.927905063,73.66847627,1191427.926,Weight Trainer
46.22849656,67.90443675,88.20168123,144.2644754,166.5766259,193.742329,24.41308304,27.88677623,31.33330793,27.685237,28.46711168,29.32667879,0.777490202,5.171884387,8.843498651,2829,5144.443836,7487,856944.0961,6.920224889,4658,8.066008449,1.766167379,674684.1701,Sedentary
55.14345164,72.88616294,92.67245302,113.8862078,137.9294374,159.8147864,23.40292045,26.42681426,29.63011702,24.17674299,24.83509429,25.53432718,13.33963035,35.7196848,7.948357366,10025,7124.969863,9697,982743.0847,6.227196576,-328,-5.391272982,75.83414144,1076995.076,Weight Trainer
39.25371499,60.17144512,82.28925714,124.1730279,140.6119981,158.4495157,27.65651066,31.19364782,35.3284326,31.72697924,32.59440688,33.42044928,0.680899346,4.870966009,8.790795659,2788,5093.775342,7674,716245.9286,7.671921937,4886,8.109896314,1.537382161,651051.5769,Sedentary
55.44140651,74.65096617,97.87928879,116.1294783,138.336866,156.1455579,21.48672332,24.26554386,26.96230912,23.97631177,24.74578997,25.31466099,1.818145315,5.519654297,9.595121772,3107,5144.720548,7380,711704.5173,5.475585798,4273,7.776976457,1.802193083,553050.952,Sedentary
25.9068538,49.62570291,67.35891966,110.9677874,132.0302539,148.1158331,30.2039767,34.50668412,39.84577647,34.64141206,35.49558174,36.60788424,1.543691403,4.967431725,9.408869611,3167,5177.049315,7288,683527.1353,9.641799769,4121,7.865178208,1.609498374,589960.3154,Sedentary
53.5794695,74.53118275,95.17132529,113.4686701,134.6164348,156.6251392,23.8758525,26.80752153,29.7376434,25.54477925,26.29650902,26.99158197,1.68580784,5.087117365,8.73319714,3386,5141.627397,7370,692147.549,5.861790902,3984,7.047389301,1.926029104,568560.7653,Sedentary
58.41210006,77.39961551,95.48162492,115.1325597,140.7798371,156.4213842,20.95326348,23.48907514,26.91339201,21.69032422,22.26133278,22.90247965,12.28339249,39.39578241,9.227581042,10071,7145.424658,9728,1005931.719,5.960128533,-343,-3.055811453,77.48075019,1267540.146,Weight Trainer
48.73682213,68.79908019,84.16900397,100.0572746,111.5773243,99.96393164,24.65881277,27.81944389,31.10515014,27.86290219,28.66791605,29.59300886,0,24.81849641,9.842565403,10032,11399.32603,9997,1271906.296,6.446337362,-35,9.842565403,125.5825211,6889623.836,Cardio Enthusiast
100.5494367,80.64818514,98.8725301,125.9838995,146.6374179,167.998157,19.71926135,21.76876028,24.41513977,23.32370986,23.93054385,24.5834809,11.96180409,40.57750337,70.37754043,10041,7220.761644,9939,1058833.843,4.695878422,-102,58.41573633,95.18639915,1719004.154,Weight Trainer
102.6001485,77.16953216,97.43081245,135.6594596,152.1421601,170.9541374,22.70898068,25.30133777,27.59338028,22.81377255,23.52316533,24.15850046,12.35246589,37.14743203,58.50857897,10461,7136.29589,9732,1085731.472,4.884399601,-729,46.15611307,89.86115225,1211572.915,Weight Trainer
100.0097248,94.37891238,99.97376507,116.6265312,138.9315272,162.314403,14.41203755,16.01141489,17.91486703,14.78528513,15.18926889,15.65394673,10.00381925,7.324570812,9.983488045,3112,5266.819178,7591,731727.2321,3.502829478,4479,-0.020331206,3.571173585,645821.4084,Sedentary
45.21843043,65.0339884,83.96493528,107.4605605,131.0520598,153.8859194,26.69148971,30.26484838,34.22619666,31.12078561,31.9154695,32.77742344,0,32.99999374,9.942318108,10022,10008.29863,9994,1311608.15,7.534706948,-28,9.942318108,456.4811208,6585201.535,Athlete
61.05559924,78.65877987,99.7435877,116.8793633,135.3777791,155.4791978,24.05871962,26.67837013,29.58380096,24.44498865,25.1337343,25.74893261,11.94632746,35.21555608,59.77097868,4145,6989.350685,9754,946202.7733,5.525081333,5609,47.82465122,81.84640583,1066253.422,Weight Trainer
52.58554723,74.92992734,90.59202814,122.2381604,146.0904837,166.7783469,22.89939914,26.00038674,29.21930555,23.87655887,24.67229866,25.42535699,0.774665621,5.292248197,8.881252089,2837,5144.413699,7330,751549.8857,6.319906413,4493,8.106586468,1.984533097,605523.2836,Sedentary
102.0411767,84.03445392,99.97483239,100.1344694,112.7004608,99.88737246,19.03544328,21.78853098,24.26095623,19.84836179,20.56649875,21.04020306,0,41.05447977,96.49138276,10000,10814.72603,9994,1218824.606,5.225512958,-6,96.49138276,560.0142033,7745035.7,Athlete
54.95393104,75.42280476,99.22785579,139.723884,158.8427806,182.1691893,19.61800676,21.9408656,24.41859902,26.46980102,27.24766124,27.99259204,14.64949975,41.32081717,69.57691462,10172,7199.610959,9837,1143606.224,4.800592256,-335,54.92741486,123.2157106,1337257.465,Weight Trainer
106.8420516,80.37069396,99.2924103,132.3763576,152.533831,175.5312841,18.1702959,21.33806222,23.3659679,21.50910127,22.1056013,22.73660823,10.58695371,41.95125979,70.68835312,10479,7177.942466,9999,1094879.063,5.195671995,-480,60.10139941,105.7297238,1313162.487,Weight Trainer
58.57315325,79.91435588,99.76206189,130.3966306,148.6964297,167.370625,20.4612301,23.61018322,26.73360485,24.99694697,25.66440895,26.35733876,15.06113718,39.0470085,8.610641766,10002,7267.745205,9965,1080687.764,6.272374745,-37,-6.450495417,90.41936165,1752703.423,Weight Trainer
54.9655575,78.95000947,97.71414762,126.088558,145.6542753,165.9096547,21.5552728,24.13918196,26.69234983,22.09932599,22.79399444,23.52420515,10.69834168,5.395584618,8.769688819,3215,5234.476712,7525,762423.9119,5.137077027,4310,-1.928652862,2.012660336,590351.4111,Sedentary
57.14093984,73.15790752,90.14763518,125.2450654,146.9845383,165.4392903,23.72831219,27.3548307,30.04639726,23.53979104,24.16848221,24.8705814,11.54590789,35.17890152,8.105270365,3814,7030.923288,9709,1033437.013,6.318085071,5895,-3.440637522,81.70111464,1167199.852,Weight Trainer
59.84673874,78.23927853,96.78718936,114.3815336,132.9445189,155.0370239,21.56852604,24.12545288,26.7681097,24.78720299,25.73449845,26.47784066,14.95345917,38.12095131,8.425471413,10201,7151.531507,9874,950756.9155,5.199583657,-327,-6.527987753,90.89447346,1312035.334,Weight Trainer
55.05636623,75.00885663,95.88305466,110.9512572,136.5630865,157.1726695,23.94681279,27.90164958,30.98997929,25.27414113,25.93513794,26.68687796,1.592571692,5.008305232,7.987451963,3139,5188.69863,7456,708584.6998,7.0431665,4317,6.394880271,1.45958271,609465.1092,Sedentary
100.0158631,88.76569876,99.76250284,134.5291141,156.3738478,178.4327543,17.45994383,20.25645041,22.37104389,17.58084429,18.11260878,18.58601297,1.597598301,6.001628116,9.815425746,2631,5163.509589,7869,807437.8624,4.911100057,5238,8.217827445,2.072529042,662607.7294,Sedentary
44.0562482,64.9927903,83.75793372,131.7285418,153.8566997,173.4270565,24.62331608,27.69917417,31.10436585,25.58710171,26.34073976,27.18428393,1.671875727,5.179826381,9.16827858,2567,5119.331507,7070,787643.4501,6.481049766,4503,7.496402853,1.703612435,607994.6983,Sedentary
46.18079637,65.87818423,93.47657955,118.388487,143.7471881,164.500575,24.56616388,27.4020671,30.60573019,28.58860166,29.65135931,30.45489247,15.62497454,37.15536147,7.253967135,10062,7130.942466,9734,1025052.928,6.039566314,-328,-8.371007402,98.69036031,1145281.194,Weight Trainer
100.009107,84.14083096,99.85184227,102.8033304,123.8070957,142.2249209,20.56607672,22.93470025,25.30379695,22.77038779,23.35697257,24.08646769,10.71773857,38.37750554,75.6556496,10279,7162.684932,9673,886791.2189,4.737720232,-606,64.93791103,109.287606,1096811.914,Weight Trainer
52.38607487,72.57769161,95.20404091,102.7718053,124.5045846,143.7730115,24.46994405,27.74264508,30.73406073,28.31815692,29.2290442,30.26658431,12.52169162,34.98098929,67.76864995,4262,6958.547945,9789,866371.1214,6.264116675,5527,55.24695833,69.95596091,1063157.311,Weight Trainer
49.66734921,70.1909248,91.67433056,120.2378203,141.2999605,163.4337259,23.75959899,27.05316204,29.95876485,28.32000342,29.15836168,30.05390316,1.697755438,35.65421266,60.62650678,10276,7110.065753,9895,1004652.01,6.199165855,-381,58.92875134,74.99052213,1194251.415,Weight Trainer
51.39387816,71.51063766,90.53980831,117.0548158,134.9217615,155.011572,23.81723618,26.54584767,29.34107085,24.44319431,25.11089806,25.80240179,12.56367148,35.95191116,60.8494239,10002,7029.367123,9990,948414.5944,5.523834666,-12,48.28575242,86.41131025,1309284.172,Weight Trainer
104.6059996,78.39773958,98.51696703,102.4754132,121.1545728,147.4359588,23.17004899,26.25570382,28.77675711,24.05014411,24.76227353,25.59173199,16.58575264,35.21779012,9.397768793,10716,6998.50411,9762,847900.7757,5.606708119,-954,-7.187983844,77.17493884,1237564.984,Weight Trainer
100.0057576,96.05781052,99.96168816,145.0973175,167.3799642,187.178192,12.6777201,15.04801392,16.74204853,15.80817442,16.19338613,16.5850424,10.0065487,7.66741421,9.99817265,3122,5228.923288,7315,875216.9925,4.064328428,4193,-0.00837605,3.965702097,533556.2297,Sedentary
52.1814904,73.05281681,97.66859576,112.0978444,130.6464816,152.4699968,23.80141986,27.08270488,30.68198215,26.63471408,27.53054788,28.24582943,0,36.85928525,94.59221576,10016,10272.10685,9968,1342014.618,6.880562298,-48,94.59221576,461.6566859,6316933.558,Athlete
100.1287244,89.57257304,99.83604811,115.8991929,133.543783,149.9000361,12.89606596,14.38876248,16.20815531,19.1928794,19.74015233,20.34555816,102.5507792,56.05605797,99.76827182,10005,7676.465753,9969,1025144.277,3.312089348,-36,-2.782507347,224.2689079,1327368.342,Weight Trainer
100.4163316,85.04365029,99.91746344,121.1652129,141.1904458,158.988065,18.8022142,20.70897003,23.04004132,19.1241724,19.96867472,20.61403139,13.8918478,41.99151176,9.437711714,10266,7185.961644,9980,1014589.128,4.237827119,-286,-4.454136084,121.9254872,1572310.59,Weight Trainer
56.33966899,77.97855205,99.56173971,150.2063025,170.6202164,191.6284173,23.45916762,26.40251983,29.48682794,22.09152188,22.74716248,23.56203808,0.663893853,5.08202532,8.502956647,2755,5131.539726,8019,875544.4187,6.027660321,5264,7.839062794,1.598563856,648784.1991,Sedentary
56.68335223,80.75370762,97.99366139,114.322833,134.9706425,157.0858593,19.80513826,23.53756189,25.83523426,20.92754535,21.58262157,22.19876631,0.902701944,5.526225574,9.886234118,2648,5144.30411,7952,694330.0309,6.030096002,5304,8.983532175,1.911357285,713509.6418,Sedentary
41.59549035,66.88509446,84.98762657,112.1937621,132.0266016,152.7375786,23.33987818,26.08424155,29.41293912,26.93556111,27.72958325,28.50128843,1.259078638,5.345524186,9.407471009,2994,5106.536986,7464,674198.7243,6.073060938,4470,8.148392371,1.904548063,574093.5582,Sedentary
61.78145601,79.35206213,97.72627641,108.8322761,132.882312,154.979321,21.1129895,24.08324697,27.26917861,21.68759182,22.28951611,23.09985672,11.98190393,38.01166895,67.43676158,10081,7173.854795,9944,953278.411,6.156189106,-137,55.45485765,97.98952053,1383848.541,Weight Trainer
56.70725728,76.78177278,97.73273949,112.0240564,129.1790502,148.6333278,21.29974235,24.27809569,26.98451674,22.74910557,23.54466973,24.28870818,0,35.93614097,99.09915552,10008,10212.20548,9985,1319203.004,5.684774394,-23,99.09915552,559.6264813,6999084.728,Athlete
59.75737024,78.14050043,97.46287388,109.644757,130.1156943,147.8512314,21.42618136,24.29976802,27.62704631,23.56687295,24.24876972,24.96560731,10.51123499,37.34756579,67.99621291,10439,7116.761644,9874,926002.3822,6.20086495,-565,57.48497792,105.3173535,1204972.993,Weight Trainer
49.4565293,67.95998337,88.96616715,108.5277478,129.2855093,149.686487,26.12522759,29.71175907,32.72808992,28.94792207,29.69376406,30.7068903,1.369008198,4.932420496,8.563036903,2975,5129.964384,7043,663230.0581,6.602862334,4068,7.194028705,1.592574836,603839.1083,Sedentary
