avg_resting_heartrate,avg_active_heartrate,avg_vo2,avg_workout_minutes,avg_steps,as_x_aah,bmi_change,steps_change,workout_minutes_change,var_workout_minutes,var_steps,lifestyle,avg_bmi
79.91435588,148.69642969999998,25.66440895,39.047008500000004,7267.745204999999,1080687.764,6.272374745,-37,-6.450495417000001,90.41936165,1752703.4230000002,Weight Trainer,23.61018322
78.95000947,145.6542753,22.79399444,5.395584617999999,5234.476712,762423.9119,5.137077027,4310,-1.9286528619999999,2.012660336,590351.4111,Sedentary,24.13918196
73.15790752,146.98453830000003,24.16848221,35.17890152,7030.923288,1033437.0129999999,6.3180850710000005,5895,-3.440637522,81.70111464,1167199.852,Weight Trainer,27.354830699999997
78.23927853,132.9445189,25.73449845,38.12095131,7151.531507,950756.9155,5.199583657,-327,-6.527987753,90.89447346,1312035.334,Weight Trainer,24.12545288
75.00885663,136.5630865,25.93513794,5.008305232,5188.69863,708584.6998,7.043166499999999,4317,6.394880271,1.45958271,609465.1092,Sedentary,27.90164958
88.76569876,156.37384780000002,18.11260878,6.001628116,5163.509589,807437.8624,4.911100057,5238,8.217827445,2.0725290419999998,662607.7294,Sedentary,20.25645041
64.9927903,153.8566997,26.34073976,5.179826381,5119.331507,787643.4501,6.481049766,4503,7.496402852999999,1.703612435,607994.6983,Sedentary,27.69917417
65.87818423,143.74718810000002,29.65135931,37.15536147,7130.9424659999995,1025052.928,6.039566314,-328,-8.371007402,98.69036031,1145281.1940000001,Weight Trainer,27.402067100000004
84.14083096,123.80709569999999,23.35697257,38.37750554,7162.684931999999,886791.2189,4.737720232,-606,64.93791103,109.28760600000001,1096811.914,Weight Trainer,22.93470025
72.57769161,124.50458459999999,29.229044199999997,34.98098929,6958.547945,866371.1214,6.264116675,5527,55.24695833,69.95596091,1063157.311,Weight Trainer,27.74264508
70.1909248,141.2999605,29.15836168,35.65421266,7110.065753,1004652.01,6.199165855,-381,58.92875134,74.99052213,1194251.415,Weight Trainer,27.05316204
71.51063766,134.9217615,25.11089806,35.95191116,7029.367123,948414.5944,5.523834666,-12,48.28575242,86.41131025,1309284.172,Weight Trainer,26.54584767
78.39773958,121.15457279999998,24.76227353,35.21779012,6998.50411,847900.7757,5.606708118999999,-954,-7.187983844,77.17493884,1237564.9840000002,Weight Trainer,26.25570382
96.05781052,167.3799642,16.19338613,7.66741421,5228.923288,875216.9925,4.0643284280000005,4193,-0.00837605,3.965702097,533556.2297,Sedentary,15.04801392
73.05281681,130.6464816,27.53054788,36.85928525,10272.10685,1342014.618,6.880562297999999,-48,94.59221576,461.6566859,6316933.557999999,Athlete,27.08270488
89.57257304,133.54378300000002,19.74015233,56.05605797,7676.465753,1025144.277,3.312089348,-36,-2.7825073469999997,224.2689079,1327368.342,Weight Trainer,14.38876248
85.04365029,141.19044580000002,19.96867472,41.99151176,7185.961644,1014589.128,4.237827118999999,-286,-4.454136084,121.92548719999999,1572310.59,Weight Trainer,20.70897003
77.97855205,170.6202164,22.74716248,5.08202532,5131.539726,875544.4187,6.027660321,5264,7.839062794,1.598563856,648784.1991,Sedentary,26.40251983
80.75370762,134.9706425,21.58262157,5.526225574,5144.30411,694330.0309,6.0300960020000005,5304,8.983532175,1.911357285,713509.6418,Sedentary,23.53756189
66.88509446,132.0266016,27.72958325,5.3455241860000005,5106.536986,674198.7243,6.073060937999999,4470,8.148392371,1.904548063,574093.5582,Sedentary,26.08424155
79.35206213,132.882312,22.28951611,38.01166895,7173.854795,953278.411,6.156189106,-137,55.45485765,97.98952053,1383848.541,Weight Trainer,24.08324697
76.78177278,129.1790502,23.54466973,35.93614097,10212.20548,1319203.004,5.684774394,-23,99.09915552,559.6264812999999,6999084.727999999,Athlete,24.27809569
78.14050043,130.1156943,24.24876972,37.34756579,7116.761644,926002.3822,6.20086495,-565,57.48497792,105.3173535,1204972.993,Weight Trainer,24.29976802
67.95998337,129.2855093,29.69376406,4.932420496000001,5129.964384000001,663230.0581,6.602862334,4068,7.194028705,1.592574836,603839.1083,Sedentary,29.71175907
83.2702974,134.222479,21.81223911,6.3362259970000006,5185.531507,696014.8939,4.800846363,5034,8.287027214,2.8699963139999998,652144.9559,Sedentary,19.16863049
75.87241333,144.0412216,26.69866824,37.61636006,7142.945205,1028878.553,6.100980022999999,5626,-1.1315112040000002,97.96162324,1175807.312,Weight Trainer,25.21266827
69.4461616,145.8959446,30.25578404,34.08453785,7072.906848999999,1031908.426,7.204143905,-529,50.04929569,76.72870159,1094363.246,Weight Trainer,29.99493845
84.98913996,134.38202890000002,22.35117751,40.19915452,7241.676712,973151.2093,5.705399085,-83,60.97062236,98.51568888,1284578.509,Weight Trainer,22.60577536
78.21933109,148.0383884,26.28761142,5.452990832999999,5190.4794520000005,768390.2132,5.588815522999999,5611,8.666171244,2.073442656,653396.392,Sedentary,23.8822388
83.95540947,142.5927159,20.38050027,40.37052478,7230.0986299999995,1030959.4,5.6279571079999995,-186,-5.79436366,105.8790294,1247955.2340000002,Weight Trainer,22.22667873
86.05778494,143.20531599999998,19.99735144,6.085722927999999,5168.334247,740132.9389,4.613989564,4331,8.56594133,2.1758112169999997,614308.7814,Sedentary,20.75064868
93.77691704,150.894376,18.81607848,52.50339992,7535.89863,1137124.721,4.4296262539999995,-88,86.82661284,179.37616730000002,1482429.8830000001,Weight Trainer,15.80759094
56.74471374,138.5911735,33.5943831,35.75346435,10143.33699,1405776.976,6.876261405,-51,95.68444417,501.815425,6726513.029,Athlete,32.87805898
81.25723713,137.2774925,21.89865677,41.88187607,7188.156164,986772.054,5.318363991,-782,55.85195923,99.61122440000001,1272904.702,Weight Trainer,21.70698861
77.14954706,140.18948480000003,24.85127119,39.34239191,7226.410959000001,1013066.829,4.548597316,-648,-2.640066864,100.50445069999999,1339308.768,Weight Trainer,23.32325255
91.82377943,149.2783209,15.14234809,44.71010363,7379.260273999999,1101563.5829999999,3.9249272210000004,-193,-1.599779567,142.5772437,1286894.5159999998,Weight Trainer,19.12889946
76.03140198,136.1132236,25.25984374,5.724817161,5132.791781,698640.8356,5.88637369,5264,8.089816993,2.274825702,560274.5429,Sedentary,23.63034958
62.81501097,131.3300931,31.05526511,36.37998381,10287.65479,1351078.6619999998,6.619533895,-40,95.74795584,422.1377141,5651514.347,Athlete,31.11395254
69.8677896,125.78481940000002,30.27121015,36.48905294,10342.95068,1300986.1840000001,6.465277069,-43,97.68636943,491.0795114,6262153.262999999,Athlete,27.38934276
73.9210078,130.34554340000003,27.23829725,38.68235337,7187.641095999999,936876.9841,6.153647299999999,-363,58.23127363,98.65799670000001,1281512.186,Weight Trainer,24.18030759
83.8162015,157.4780712,21.17768795,40.95216445,7315.276712000001,1151995.6670000001,4.924894865,-196,61.181321499999996,117.5152591,1345595.0990000002,Weight Trainer,21.78881021
89.10979224,149.1744889,18.97610615,43.59129993,7356.534247,1097407.236,4.831108543,-183,63.97132842,107.76977450000001,1395733.6130000001,Weight Trainer,19.99680795
85.30888262,141.7124866,23.44656407,4.926707231,5152.742466,730207.9476,6.34527971,4532,7.57611916,1.6289252180000002,559269.2871,Sedentary,26.326651000000002
90.56336463,132.7208506,19.63788635,44.59815061,7419.717807999999,984751.2586,4.548080758999999,-326,60.90765647,135.163069,1410053.052,Weight Trainer,19.22673767
64.4739931,151.0625454,28.79915089,5.126498111,5152.046575,778281.2697,7.158341227,4750,7.103993907,1.4184288,578778.0663,Sedentary,28.43604101
76.34732088,158.39872,24.68538619,5.568582181,5109.358904,809315.9106,5.323544973,5876,8.817967095,1.855242888,579876.5315,Sedentary,23.61603976
74.3181459,141.51553169999997,23.19651783,5.442440457999999,5176.5205479999995,732558.0579,5.239249846,4932,7.680316573,1.7999712280000002,626503.5975,Sedentary,24.78143261
87.40592052,138.1388321,23.33062636,6.215046578,5190.89589,717064.2959,5.420595082,4727,8.276687457000001,2.3985368069999997,660597.8851,Sedentary,19.98315029
105.56116709999999,123.983725,10.93427635,60.34705131,7782.920548,964955.4807,2.5718421719999998,-37,80.78473328,243.41917809999998,1595213.295,Weight Trainer,13.23979802
84.5859906,150.0051842,22.94630173,37.87758666,7132.542466,1069918.347,6.1319559429999995,-379,48.90333868,86.39582516,1424981.108,Weight Trainer,24.15701632
83.76529067,132.1991959,22.14804918,40.30357342,7232.076712,956074.7263,4.760137428999999,-14,62.04078808,95.73289479,1247764.087,Weight Trainer,21.79783171
72.91187759,153.5059636,22.71214481,35.801580799999996,7060.668493000001,1083854.72,6.655717441,-148,51.98397155,85.03077327,1161233.4,Weight Trainer,25.86013453
90.65700666,142.8766988,17.82041308,38.36847508,7167.435616,1024059.54,4.8616648289999995,-277,-5.089836621,91.65719045,1246473.331,Weight Trainer,23.06164787
60.16039919,142.1013633,33.24393618,4.750181306,5090.0054789999995,723296.7179,8.498362961,4888,8.006654907,1.5371561530000002,661923.2767,Sedentary,33.37169495
83.75657622,132.6541538,24.24951746,5.479331823,5049.978082,669900.5692,5.446684557999999,4804,8.258542635,1.958894105,635578.9749,Sedentary,23.29532913
79.71793231,143.7489776,21.66281145,39.56815899,7179.50411,1032046.375,5.994896259,-1852,-10.00593189,94.86680018,1240042.086,Weight Trainer,22.75553057
87.3375015,147.5630297,21.38175223,45.76733435,7311.794520999999,1078950.5520000001,4.727197213999999,-316,71.17349370000001,153.0885989,1267295.95,Weight Trainer,18.28361757
77.29601773,131.9205324,22.40508806,41.78418863,7213.49863,951608.5801,5.380432025,-606,63.58939541,121.55216580000001,1173310.749,Weight Trainer,22.40070712
81.05115558,113.2098511,25.00035388,39.98934016,10593.72603,1199314.146,4.826380133,-14,99.27789969,595.4659948,7320340.528,Athlete,23.5186585
69.9729541,136.2403894,25.55779909,5.315381015,5138.8,700112.1133,6.263793606,4318,7.037860672000001,1.65268098,637941.8586,Sedentary,26.8320752
60.20544581,131.7232917,30.41930132,33.5450271,10043.0,1322897.018,7.039463275,-14,90.79376577,480.3395073,6698918.027000001,Athlete,32.81654674
72.17684418,132.300624,24.90799191,36.84023872,7045.564384,932132.5643,6.013238137,5422,-3.420569102,89.2443756,1040199.3859999999,Weight Trainer,25.53098314
73.91518765,141.5388953,25.4157587,34.57387692,7005.591781,991563.7214,5.7426767860000005,5636,46.02487693,71.76657649,1120829.348,Weight Trainer,28.18375829
63.65635162,121.6671185,29.28674537,37.10970668,10337.75068,1257764.338,7.26724699,-50,92.02797243,480.2711808,5984865.239,Athlete,27.99044338
62.18377742,112.50144250000001,35.03521178,29.01313628,12220.23562,1374794.135,5.455118495,-116,9.917906222000001,153.90723469999998,8587425.139,Cardio Enthusiast,24.55558472
61.57120337,120.6489932,29.84946456,26.21748767,11639.43836,1404286.519,6.309790136,-98,9.859568004,145.52025480000003,8278437.386,Cardio Enthusiast,27.75526074
59.88160138,116.91184240000001,32.83848461,29.24774706,12113.33151,1416191.904,6.204755619,-47,9.651403069,137.04645190000002,7485239.267999999,Cardio Enthusiast,26.60061806
60.02577993,115.3742732,33.13543577,27.94581072,11945.89041,1378248.424,6.15328218,-32,9.427712429,178.9971282,8555163.451,Cardio Enthusiast,25.40938163
51.14876465,122.3455622,39.24000803,38.26153472,13794.81644,1687734.572,3.498824885,-31,9.384635022000001,335.8840042,14800000.0,Cardio Enthusiast,16.62421562
62.32347209,121.3689886,30.63171361,36.63307659,10308.78082,1251166.3020000001,6.640585558,-71,94.17529746,537.544079,6804818.007,Athlete,27.98040259
56.48400329,111.5093664,35.416760499999995,32.02743584,12836.58904,1431399.9109999998,4.813818846,-28,9.971732031,180.1663365,9808804.702,Cardio Enthusiast,21.09578466
67.22829167,121.62868059999998,27.51020566,30.540682699999998,9673.958904000001,1176630.858,7.387898283999999,-51,9.980181975,338.0691368,4868335.524,Athlete,32.97263353
59.03904904,113.88658079999999,33.98415737,29.50002286,12497.75068,1423326.093,5.42819842,-14,9.829137338999999,152.681728,8961060.082999999,Cardio Enthusiast,24.76511421
59.63567581,109.35985659999999,32.05520741,28.80125109,11996.210959999999,1311903.91,5.05985612,-59,9.422375484,165.589847,8054943.164,Cardio Enthusiast,25.59033716
59.77468922,116.64715790000001,36.01557816,29.78138348,12391.016440000001,1445376.851,5.447493551,-71,9.986329047,180.15612190000002,9434908.992,Cardio Enthusiast,23.57923516
61.40290766,113.52566189999999,33.02398504,27.36998157,11806.51507,1340342.438,5.444735855,-64,9.713623532,140.6293155,8461098.814,Cardio Enthusiast,26.67082698
65.97734526,117.0941597,28.48170206,22.29302726,10953.978079999999,1282646.8590000002,6.9730541939999995,-16,9.35103648,112.53611399999998,6220492.613,Cardio Enthusiast,32.40111817
56.85189373,120.7849092,36.20967811,31.12642631,12745.39452,1539451.32,5.195574715,-39,9.96821146,219.5727489,10900000.0,Cardio Enthusiast,22.71708256
61.9139693,121.91779820000001,32.02555095,40.45738233,10493.8,1279380.991,6.262997791,-12,99.25587736,524.7449515,6748991.749,Athlete,26.24243087
55.16818254,120.9605608,34.87991199,31.22994102,12654.038359999999,1530639.575,4.650471832,-28,9.975834693,219.0601293,10500000.0,Cardio Enthusiast,22.025411399999996
57.26230292,115.45418240000001,35.46238179,30.54547553,12634.424659999999,1458697.169,5.22074407,-75,9.519718083999999,175.68724719999997,9877197.362,Cardio Enthusiast,23.09737397
61.16626117,116.927545,33.75996374,27.48199428,11873.769859999999,1388370.761,5.981633632,-28,9.948427614,147.1891292,7482339.816000001,Cardio Enthusiast,26.44113327
60.81223388,117.58618519999999,30.85670713,26.598552,11721.09863,1378239.274,6.417611616,-13,9.945530027,150.39010430000002,8421157.568,Cardio Enthusiast,26.95767094
57.44589186,108.65296529999999,34.92201754,30.37265562,12438.36712,1351465.4719999998,5.85891832,-43,9.70342841,199.3083155,9416971.191,Cardio Enthusiast,23.48364432
56.87395138,116.1208513,37.0427574,31.01546328,12521.48219,1454005.1719999998,5.486316538,-33,9.695726562,191.8698539,10700000.0,Cardio Enthusiast,22.63170966
57.73421506,123.467677,33.49097954,28.05912702,12100.90685,1494070.858,5.0098685960000005,-48,9.81624123,172.9824701,8469525.668,Cardio Enthusiast,24.62898383
55.06156777,114.13763329999999,38.22321411,32.40524575,12890.72877,1471317.273,4.99287174,-50,9.879510011,205.5126612,10700000.0,Cardio Enthusiast,21.42349718
62.15622034,122.3925973,30.74243452,38.45351032,10385.22192,1271074.284,6.3218768160000005,-50,96.22047059,520.048611,6430410.062999999,Athlete,26.85055655
59.88696941,121.1936723,30.05535294,26.53688614,11749.509590000001,1423966.215,6.687904016,-13,9.838280474,133.58108159999998,7556950.776000001,Cardio Enthusiast,29.72363749
61.19426103,118.9329242,30.894805600000005,26.42696468,11911.73425,1416697.386,6.84367763,-86,9.904223591000001,128.50818859999998,7941554.71,Cardio Enthusiast,27.774755499999998
62.96414912,115.05908570000001,31.57612667,27.33975155,11896.490409999999,1368799.31,6.597598279,-12,9.997798097,147.1589475,7518014.606000001,Cardio Enthusiast,25.91784258
59.39615368,111.9745482,32.64462691,27.3503294,11831.2,1324793.275,6.460962731,-42,-1.138431962,123.1435528,7496049.437000001,Cardio Enthusiast,27.2203097
57.89206597,117.34859399999999,32.95886352,29.04965375,12600.1863,1478614.146,5.59914675,-12,9.585781328,184.12768640000002,19300000.0,Cardio Enthusiast,24.75631964
61.73543078,125.6348669,32.11808693,40.92876203,10652.46301,1338320.773,6.115177502000001,-2,98.36175645,550.4872551,7258073.931,Athlete,25.32279102
55.25032306,104.36632359999999,35.64298815,29.964928000000004,12247.082190000001,1278182.943,5.5925514970000005,-29,9.564277495,160.0731135,8807508.585,Cardio Enthusiast,24.01917426
53.80485557,115.3041521,39.35996843,35.94186677,13406.82192,1545862.2340000002,5.972322416,-212,92.20349058,272.1106937,12800000.0,Cardio Enthusiast,18.59140774
51.99155613,103.2851553,39.95922514,39.61652034,14161.394519999998,1462661.832,4.1020188719999995,-108,96.02017885,314.7952452,15500000.0,Cardio Enthusiast,17.20623344
56.84171591,128.2505922,32.09676559,38.8009576,10491.128770000001,1345493.477,6.324471091,-29,96.49493297,671.2486131000001,8693327.252,Athlete,25.45848285
